customerID,Contract,InternetService,PaymentMethod,tenure,tenure_band,MonthlyCharges,TotalCharges,addon_count,churned,churn_probability,decile
3190-FZATL,Month-to-month,No,Mailed check,14,12-24m,19.95,268.4,0,0,0.10048313816198554,7
7336-RLLRH,One year,DSL,Mailed check,27,24-48m,80.85,2204.35,4,0,0.08882969206680354,7
4373-MAVJG,Month-to-month,Fiber optic,Bank transfer (automatic),14,12-24m,90.9,1259.0,2,1,0.5536908450397608,2
8901-HJXTF,Month-to-month,DSL,Mailed check,12,12-24m,29.2,309.1,1,1,0.2799022454306861,4
7710-JSYOA,Two year,Fiber optic,Bank transfer (automatic),69,48-72m,93.3,6398.05,3,0,0.038164464873424876,8
5419-KLXBN,Month-to-month,Fiber optic,Bank transfer (automatic),25,24-48m,89.15,2257.75,3,1,0.4126731223470549,3
3424-NMNBO,One year,Fiber optic,Electronic check,58,48-72m,108.85,6287.25,5,1,0.23146667328802562,5
9885-MFVSU,Two year,DSL,Credit card (automatic),35,24-48m,46.35,1662.05,3,0,0.04657599660009517,8
4514-GFCFI,Month-to-month,Fiber optic,Electronic check,16,12-24m,84.75,1350.15,1,1,0.769710440627435,1
0607-MVMGC,One year,DSL,Credit card (automatic),45,24-48m,78.75,3600.65,4,0,0.08394219761572999,7
3365-SAIGS,Month-to-month,Fiber optic,Electronic check,17,12-24m,83.55,1329.15,2,0,0.648267149215929,2
9828-AOQLM,Month-to-month,DSL,Electronic check,1,0-6m,45.7,45.7,0,1,0.4446415254029652,3
8022-BECSI,One year,No,Mailed check,22,12-24m,19.6,422.5,0,0,0.04678112182815452,8
8000-REIQB,Month-to-month,Fiber optic,Electronic check,1,0-6m,69.95,69.95,0,1,0.7513272029571175,1
9993-LHIEB,Two year,DSL,Mailed check,67,48-72m,67.85,4627.65,4,0,0.006954154836815384,10
0266-CLZKZ,Two year,Fiber optic,Bank transfer (automatic),67,48-72m,105.65,6717.9,4,0,0.0551458159796753,8
7615-ESMYF,Month-to-month,DSL,Electronic check,2,0-6m,44.6,97.1,2,1,0.6477604031813043,2
3858-VOBET,Month-to-month,Fiber optic,Electronic check,23,12-24m,74.95,1710.45,0,1,0.6076794558165184,2
7020-OZKXZ,Month-to-month,Fiber optic,Credit card (automatic),9,6-12m,75.5,637.4,1,0,0.5101362961179459,3
3977-QCRSL,Month-to-month,No,Mailed check,5,0-6m,20.15,117.95,0,0,0.14837286676957975,6
0017-DINOC,Two year,DSL,Credit card (automatic),54,48-72m,45.2,2460.55,3,0,0.022868660383937096,9
1447-PJGGA,Two year,Fiber optic,Electronic check,57,48-72m,95.25,5464.65,3,1,0.14569146744660158,6
8565-CLBZW,Month-to-month,Fiber optic,Mailed check,24,24-48m,89.85,2165.05,2,1,0.5634528938117505,2
9139-WQQDY,One year,Fiber optic,Mailed check,49,48-72m,100.45,4941.8,3,1,0.15480741542415105,6
0224-HJAPT,Month-to-month,DSL,Electronic check,5,0-6m,47.15,223.15,0,1,0.4732391522472221,3
8086-OVPWV,Month-to-month,Fiber optic,Electronic check,2,0-6m,80.2,181.1,1,1,0.7486767952060261,1
9430-FRQOC,Month-to-month,Fiber optic,Mailed check,4,0-6m,87.1,341.45,2,1,0.5144600277314737,3
7639-OPLNG,Two year,DSL,Bank transfer (automatic),70,48-72m,79.25,5731.85,5,0,0.01128662971922048,10
3074-GQWYX,Month-to-month,Fiber optic,Bank transfer (automatic),5,0-6m,75.9,357.75,0,1,0.6420287009317197,2
1492-QGCLU,Month-to-month,DSL,Electronic check,53,48-72m,85.7,4616.1,5,0,0.09797548403273264,7
6845-RGTYS,Month-to-month,Fiber optic,Electronic check,47,24-48m,98.75,4533.7,4,1,0.35954897060949303,4
7328-OWMOM,One year,No,Credit card (automatic),31,24-48m,20.1,589.25,0,0,0.030804245463512684,9
4418-LZMSV,Month-to-month,DSL,Bank transfer (automatic),13,12-24m,61.8,750.1,3,0,0.1300287178552672,6
5155-AZQPB,Month-to-month,DSL,Mailed check,28,24-48m,49.9,1410.25,0,0,0.16664094424154163,6
8861-HGGKB,Month-to-month,Fiber optic,Electronic check,10,6-12m,86.45,830.85,1,1,0.6757993613188209,1
1087-GRUYI,Two year,No,Bank transfer (automatic),38,24-48m,20.4,743.5,0,0,0.014310198034917421,10
7065-YUNRY,Month-to-month,DSL,Mailed check,1,0-6m,45.3,45.3,0,1,0.39372464009062486,3
7694-VLBWQ,One year,Fiber optic,Electronic check,67,48-72m,104.1,7040.85,4,1,0.15362781797458433,6
2546-KZAAT,One year,DSL,Mailed check,52,48-72m,75.4,3865.45,4,0,0.0557336644958169,8
0181-RITDD,Two year,Fiber optic,Mailed check,62,48-72m,108.15,6825.65,6,0,0.024082385914928502,9
5989-PGKJB,Month-to-month,Fiber optic,Electronic check,16,12-24m,86.25,1340.1,2,0,0.6245916574375003,2
4795-KTRTH,Month-to-month,Fiber optic,Electronic check,5,0-6m,81.0,371.65,1,1,0.7451560542840616,1
8272-ONJLV,One year,Fiber optic,Electronic check,12,12-24m,95.7,1184.0,3,0,0.4945468493001608,3
1488-PBLJN,Two year,Fiber optic,Bank transfer (automatic),72,72m+,116.85,8477.7,6,0,0.029625499990158892,9
0308-GIQJT,One year,Fiber optic,Bank transfer (automatic),71,48-72m,105.75,7382.85,4,0,0.08632096208080112,7
3778-FOAQW,One year,No,Mailed check,24,24-48m,20.15,456.85,0,0,0.04030914468288632,8
4452-ROHMO,Two year,No,Mailed check,15,12-24m,19.6,331.6,0,0,0.03329130154121797,8
6481-OGDOO,One year,Fiber optic,Credit card (automatic),67,48-72m,90.6,6056.15,3,1,0.0599283693140574,8
3090-LETTY,Month-to-month,DSL,Bank transfer (automatic),2,0-6m,60.95,134.6,2,0,0.24390761930700125,5
5349-AZPEW,Month-to-month,DSL,Mailed check,5,0-6m,25.05,125.5,0,0,0.34435539455402286,4
3753-TSEMP,Month-to-month,Fiber optic,Electronic check,15,12-24m,88.15,1390.6,2,1,0.644560967125023,2
8305-VHZBZ,Month-to-month,No,Mailed check,1,0-6m,20.2,20.2,0,1,0.21958556665846976,5
9720-JJJOR,One year,DSL,Bank transfer (automatic),41,24-48m,60.3,2511.3,3,0,0.04005390778984507,8
8100-HZZLJ,Month-to-month,DSL,Electronic check,43,24-48m,63.95,2737.05,3,0,0.15097062432717784,6
8775-ERLNB,Month-to-month,Fiber optic,Electronic check,1,0-6m,74.3,74.3,0,0,0.7288361207922782,1
8309-IEYJD,Month-to-month,Fiber optic,Mailed check,1,0-6m,70.6,70.6,0,0,0.6568810466482528,2
9172-JITSM,Month-to-month,Fiber optic,Electronic check,26,24-48m,90.8,2361.8,2,1,0.5891613320034389,2
6298-QDFNH,Month-to-month,Fiber optic,Electronic check,22,12-24m,79.35,1730.35,1,1,0.598612740173353,2
7398-HPYZQ,Two year,DSL,Bank transfer (automatic),71,48-72m,90.55,6404.0,6,0,0.01103531376232971,10
3546-GHEAE,Two year,No,Mailed check,7,6-12m,19.45,165.35,0,0,0.04328068112503747,8
7361-YPXFS,Month-to-month,DSL,Bank transfer (automatic),28,24-48m,64.45,1867.6,3,0,0.16487087940614786,6
6557-BZXLQ,Month-to-month,Fiber optic,Electronic check,16,12-24m,69.65,1043.3,0,0,0.5652030504685079,2
2550-QHZGP,One year,No,Mailed check,7,6-12m,19.5,128.6,0,0,0.07535121121491367,7
7519-JTWQH,Two year,Fiber optic,Bank transfer (automatic),69,48-72m,110.5,7455.45,5,0,0.05901079604068437,8
2538-OIMXF,Month-to-month,DSL,Mailed check,1,0-6m,24.7,24.7,0,0,0.39512440854614844,3
8543-MSDMF,Month-to-month,DSL,Electronic check,3,0-6m,77.4,206.15,4,0,0.5143199833783436,3
9961-JBNMK,Month-to-month,Fiber optic,Bank transfer (automatic),21,12-24m,96.8,2030.3,3,1,0.6185042856291044,2
1170-SASML,Month-to-month,Fiber optic,Bank transfer (automatic),69,48-72m,85.4,5869.4,2,0,0.14915012470783806,6
4872-JCVCA,Two year,DSL,Bank transfer (automatic),71,48-72m,47.6,3377.8,4,0,0.010373807921486138,10
5346-BZCHP,Two year,No,Mailed check,69,48-72m,19.4,1346.2,0,0,0.004486453271086427,10
2038-LLMLM,Month-to-month,Fiber optic,Electronic check,48,48-72m,103.85,4946.05,4,0,0.4495154126524367,3
6173-ITPWD,Month-to-month,Fiber optic,Bank transfer (automatic),47,24-48m,83.35,4065.0,2,1,0.27858725074994195,4
9734-UYXQI,Month-to-month,DSL,Electronic check,2,0-6m,49.4,106.55,0,1,0.5708523512827888,2
1216-BGTSP,Month-to-month,Fiber optic,Credit card (automatic),45,24-48m,108.45,4964.7,5,0,0.2951838038910251,4
4138-NAXED,Month-to-month,Fiber optic,Bank transfer (automatic),51,48-72m,81.0,4085.75,1,0,0.19813964719126154,5
2189-UXTKY,Month-to-month,DSL,Electronic check,22,12-24m,79.2,1742.75,4,1,0.34862574903574195,4
0744-BIKKF,Two year,DSL,Bank transfer (automatic),72,72m+,86.65,6224.8,6,0,0.012619708998287139,10
7483-IQWIB,Month-to-month,Fiber optic,Electronic check,37,24-48m,92.95,3415.25,3,0,0.49917995911294727,3
5248-KWLAR,Two year,DSL,Electronic check,71,48-72m,90.35,6325.25,6,0,0.014757278387729961,10
4958-GZWIY,Month-to-month,DSL,Electronic check,7,6-12m,48.7,340.25,1,1,0.3219336498586227,4
7996-MHXLW,Two year,No,Credit card (automatic),66,48-72m,25.15,1683.6,0,0,0.011697294317303396,10
7833-PKIHD,One year,DSL,Bank transfer (automatic),51,48-72m,76.4,3966.3,4,0,0.037937272622598675,8
7061-OVMIM,One year,No,Bank transfer (automatic),30,24-48m,19.55,608.5,0,0,0.02933071252227372,9
5153-RTHKF,Month-to-month,Fiber optic,Electronic check,34,24-48m,85.35,2896.6,1,0,0.5060790850476244,3
1852-QSWCD,Two year,No,Mailed check,64,48-72m,24.8,1514.85,0,0,0.009860141836473426,10
4832-VRBMR,One year,Fiber optic,Bank transfer (automatic),65,48-72m,103.15,6792.45,4,0,0.1839250677449094,5
9079-LWTFD,Month-to-month,Fiber optic,Mailed check,47,24-48m,100.75,4669.2,4,0,0.1583020961657997,6
6356-ELRKD,Month-to-month,Fiber optic,Electronic check,1,0-6m,95.6,95.6,3,1,0.7433269079873219,1
8624-GIOUT,Month-to-month,DSL,Credit card (automatic),49,48-72m,59.75,2934.3,2,1,0.10258117356349636,7
3392-EHMNK,Two year,Fiber optic,Credit card (automatic),67,48-72m,94.1,6302.8,3,0,0.031314407778921305,9
5986-WWXDV,One year,No,Bank transfer (automatic),39,24-48m,19.35,779.2,0,0,0.023608515127713132,9
3061-BCKYI,Month-to-month,No,Mailed check,14,12-24m,19.9,283.75,0,0,0.11464094605579181,7
6179-GJPSO,Month-to-month,Fiber optic,Credit card (automatic),43,24-48m,108.15,4600.7,5,1,0.2588871007667005,5
7901-TBKJX,Month-to-month,Fiber optic,Electronic check,56,48-72m,101.05,5594.0,3,0,0.5120236956052465,3
7228-PAQPD,One year,DSL,Credit card (automatic),14,12-24m,59.1,772.85,2,0,0.12106279717069111,6
3177-LASXD,Month-to-month,Fiber optic,Electronic check,1,0-6m,71.35,71.35,0,1,0.6247181038389418,2
7746-QYVCO,One year,DSL,Mailed check,16,12-24m,55.85,857.8,2,0,0.08865055788325847,7
5804-HYIEZ,Month-to-month,Fiber optic,Electronic check,70,48-72m,106.05,7554.05,4,0,0.21612654504200193,5
9919-FZDED,Two year,DSL,Credit card (automatic),72,72m+,84.1,5981.65,5,0,0.02785112048398894,9
5934-TSSAU,Month-to-month,Fiber optic,Credit card (automatic),23,12-24m,75.3,1702.9,1,0,0.37343917229902696,4
3486-KHMLI,Month-to-month,No,Mailed check,21,12-24m,24.7,467.15,0,0,0.1059295707194665,7
4897-QSUYC,Month-to-month,No,Mailed check,1,0-6m,20.15,20.15,0,1,0.21979289736489357,5
1084-UQCHV,Month-to-month,Fiber optic,Bank transfer (automatic),1,0-6m,69.75,69.75,0,1,0.491454904791417,3
8290-YWKHZ,Month-to-month,Fiber optic,Electronic check,32,24-48m,93.2,2931.0,2,1,0.7052804172517101,1
2955-BJZHG,Month-to-month,Fiber optic,Electronic check,17,12-24m,80.85,1400.85,1,1,0.5185743975111393,3
3806-DXQOM,Month-to-month,DSL,Electronic check,4,0-6m,33.65,137.85,2,1,0.495221505386475,3
6784-XYJAE,One year,DSL,Electronic check,36,24-48m,55.8,1941.5,1,0,0.12240789770466987,6
3933-DQPWX,Two year,DSL,Credit card (automatic),50,48-72m,39.7,1932.75,3,0,0.024962478654801907,9
6661-EIPZC,Month-to-month,DSL,Credit card (automatic),48,48-72m,29.5,1423.05,1,0,0.11290596903667155,7
8957-THMOA,Two year,No,Credit card (automatic),50,48-72m,20.15,970.85,0,0,0.009202279793695565,10
2251-PYLPB,Two year,DSL,Credit card (automatic),72,72m+,79.55,5810.9,5,0,0.008202378421332646,10
5555-RNPGT,Month-to-month,No,Credit card (automatic),10,6-12m,24.8,223.9,0,0,0.14951741734872898,6
1057-FOGLZ,Month-to-month,No,Mailed check,18,12-24m,19.65,391.7,0,0,0.1022266245994826,7
9300-RENDD,Month-to-month,Fiber optic,Electronic check,1,0-6m,79.95,79.95,1,1,0.7688704452979436,1
0761-AETCS,Month-to-month,No,Electronic check,1,0-6m,19.3,19.3,0,1,0.2401749698569483,5
8087-LGYHQ,Month-to-month,Fiber optic,Electronic check,9,6-12m,94.05,811.65,3,0,0.7637343242316084,1
4137-BTIKL,Month-to-month,Fiber optic,Mailed check,2,0-6m,90.75,174.75,2,0,0.5536379182607157,2
2190-BCXEC,Month-to-month,Fiber optic,Credit card (automatic),40,24-48m,78.85,3126.85,1,0,0.2782079748783369,4
6227-FBDXH,One year,Fiber optic,Bank transfer (automatic),69,48-72m,99.5,6841.45,3,0,0.10589327402580634,7
2153-MREFK,One year,Fiber optic,Electronic check,37,24-48m,99.2,3754.6,4,1,0.21390968385978917,5
2911-WDXMV,Month-to-month,Fiber optic,Credit card (automatic),18,12-24m,80.55,1406.65,1,0,0.5020244757917828,3
7206-PQBBZ,Month-to-month,Fiber optic,Electronic check,11,6-12m,70.2,834.7,0,0,0.6655492265553418,2
3106-ULWFW,Month-to-month,Fiber optic,Credit card (automatic),8,6-12m,85.2,627.4,1,1,0.6658174724786152,2
0925-VYDLG,Month-to-month,Fiber optic,Electronic check,3,0-6m,75.25,242.0,0,1,0.6807611781050004,1
4547-FZJWE,One year,DSL,Credit card (automatic),55,48-72m,59.45,3157.0,2,0,0.026603744660854765,9
7422-WNBTY,Month-to-month,Fiber optic,Electronic check,33,24-48m,93.35,3092.0,3,0,0.54919428821581,2
0842-IWYCP,Month-to-month,DSL,Bank transfer (automatic),46,24-48m,44.95,2168.9,0,0,0.09289920336226858,7
3521-HTQTV,Two year,No,Bank transfer (automatic),34,24-48m,26.1,980.35,0,0,0.022947940146405946,9
3744-ZBHON,Month-to-month,No,Electronic check,3,0-6m,20.2,65.95,0,0,0.22429975564277405,5
3373-DIUUN,Two year,No,Mailed check,30,24-48m,21.25,711.9,0,0,0.01575453881289931,9
8383-SGHJU,One year,DSL,Electronic check,33,24-48m,59.4,1952.8,2,0,0.07354345508591945,7
7607-QKKTJ,One year,Fiber optic,Credit card (automatic),45,24-48m,95.0,4368.85,3,0,0.18025687943023866,5
7707-PYBBH,Month-to-month,DSL,Mailed check,40,24-48m,61.9,2647.1,3,0,0.06977261902825992,7
8984-HPEMB,Two year,Fiber optic,Electronic check,71,48-72m,118.65,8477.6,6,0,0.055129669794718554,8
4349-GFQHK,Month-to-month,DSL,Electronic check,1,0-6m,54.35,54.35,1,1,0.48778486136156607,3
4139-DETXS,Two year,DSL,Bank transfer (automatic),72,72m+,64.45,4528.0,6,0,0.011502511167345771,10
9779-DPNEJ,Month-to-month,Fiber optic,Electronic check,22,12-24m,80.15,1790.65,1,0,0.5494162619307541,2
9805-FILKB,One year,No,Bank transfer (automatic),46,24-48m,20.2,845.6,0,0,0.023952246249085714,9
5793-YOLJN,Two year,No,Mailed check,55,48-72m,21.0,1210.3,0,0,0.006896281207487385,10
0673-IGUQO,Month-to-month,No,Mailed check,1,0-6m,20.45,20.45,0,0,0.16519211478497728,6
4123-FCVCB,One year,DSL,Mailed check,12,12-24m,75.85,854.45,3,0,0.2616166017665872,5
8819-IMISP,Month-to-month,Fiber optic,Electronic check,31,24-48m,80.45,2429.1,1,0,0.5175590664082931,3
7802-EFKNY,Month-to-month,DSL,Electronic check,5,0-6m,24.95,100.4,0,1,0.5723538381744302,2
8311-UEUAB,Two year,DSL,Electronic check,67,48-72m,75.5,5229.45,3,0,0.0370320521899001,8
5858-EAFCZ,Month-to-month,DSL,Mailed check,1,0-6m,44.45,44.45,0,0,0.3192796959261956,4
8035-BUYVG,One year,DSL,Electronic check,40,24-48m,42.35,1716.45,3,1,0.10656640070917503,7
1163-ONYEY,Month-to-month,DSL,Credit card (automatic),41,24-48m,74.55,3023.55,4,0,0.13859576112040714,6
9787-XVQIU,Month-to-month,Fiber optic,Electronic check,1,0-6m,75.3,75.3,0,1,0.7630215399167408,1
8945-MUQUF,One year,Fiber optic,Electronic check,51,48-72m,94.8,4837.6,3,1,0.20629506322036603,5
5656-MJEFC,Two year,DSL,Credit card (automatic),42,24-48m,48.15,2032.3,4,0,0.02802731737987277,9
6082-OQFBA,One year,No,Mailed check,23,12-24m,19.65,436.9,0,0,0.036587944151020374,8
8051-HJRLT,Month-to-month,Fiber optic,Electronic check,1,0-6m,70.55,70.55,0,1,0.748605721987059,1
8974-OVACP,Month-to-month,No,Mailed check,1,0-6m,20.15,20.15,0,0,0.16619527181814417,6
4010-YLMVT,Month-to-month,Fiber optic,Credit card (automatic),56,48-72m,106.6,5893.95,4,0,0.26449718549728585,5
1379-FRVEB,Month-to-month,Fiber optic,Electronic check,15,12-24m,91.0,1430.05,2,0,0.681641005241998,1
8612-GXIDD,Two year,No,Bank transfer (automatic),12,12-24m,25.4,313.0,0,0,0.053669624731281,8
6288-CHQJB,Two year,DSL,Bank transfer (automatic),54,48-72m,69.95,3871.85,4,0,0.010248536964199561,10
8160-HOWOX,Month-to-month,DSL,Electronic check,7,6-12m,66.85,458.1,2,0,0.5802520432990903,2
3023-GFLBR,Month-to-month,Fiber optic,Credit card (automatic),33,24-48m,86.15,2745.7,1,1,0.339115840297172,4
6648-INWPS,Month-to-month,No,Electronic check,16,12-24m,20.15,341.35,0,0,0.13027663154510608,6
4223-BKEOR,One year,DSL,Mailed check,21,12-24m,64.85,1336.8,3,0,0.08014353296904587,7
4079-VTGLK,Two year,DSL,Electronic check,30,24-48m,74.85,2181.75,3,0,0.1625686957508409,6
1763-WQFUK,Month-to-month,DSL,Mailed check,3,0-6m,50.5,147.75,1,0,0.2971980013895063,4
1391-UBDAR,Month-to-month,Fiber optic,Electronic check,11,6-12m,72.9,818.45,1,0,0.5581162392503142,2
8894-JVDCV,One year,Fiber optic,Credit card (automatic),62,48-72m,115.05,7133.45,6,0,0.09318689850625075,7
2023-VQFDL,Month-to-month,No,Electronic check,18,12-24m,19.0,348.8,0,0,0.1523292513768584,6
1345-GKDZZ,Month-to-month,No,Mailed check,6,6-12m,19.55,128.6,0,0,0.1286415867903116,6
2014-MKGMH,One year,Fiber optic,Electronic check,46,24-48m,101.1,4674.4,3,0,0.3679173392483928,4
5628-FCGYG,Month-to-month,Fiber optic,Electronic check,21,12-24m,84.1,1737.45,1,0,0.6829219085091547,1
2560-WBWXF,Two year,No,Bank transfer (automatic),68,48-72m,24.15,1498.85,0,0,0.010963609877923958,10
0248-IPDFW,Month-to-month,DSL,Electronic check,1,0-6m,50.1,50.1,0,0,0.5749419720401795,2
7978-DKUQH,Month-to-month,Fiber optic,Electronic check,25,24-48m,74.6,1797.75,1,0,0.4980609160111503,3
4335-UPJSI,Two year,No,Mailed check,24,24-48m,19.75,498.1,0,0,0.0214255078749468,9
0524-IAVZO,Month-to-month,Fiber optic,Electronic check,30,24-48m,85.0,2624.25,1,1,0.5908729673453462,2
2737-YNGYW,Month-to-month,Fiber optic,Electronic check,2,0-6m,80.55,184.1,1,1,0.6763699897626289,1
1784-EZDKJ,One year,Fiber optic,Bank transfer (automatic),51,48-72m,106.8,5498.8,4,0,0.21024068912215965,5
9297-FVVDH,Two year,DSL,Electronic check,57,48-72m,84.5,4845.4,5,0,0.03634966821389242,8
8007-YYPWD,Two year,No,Bank transfer (automatic),15,12-24m,25.05,369.1,0,0,0.043661847718140974,8
7101-HRBLJ,Two year,DSL,Bank transfer (automatic),72,72m+,83.7,6096.9,6,0,0.0102183810822836,10
5159-YFPKQ,Month-to-month,Fiber optic,Electronic check,2,0-6m,75.8,160.75,1,1,0.6925673997665691,1
6635-CPNUN,Month-to-month,Fiber optic,Credit card (automatic),28,24-48m,96.6,2684.35,3,0,0.40086293506004195,3
4021-RQSNY,Month-to-month,Fiber optic,Electronic check,29,24-48m,98.5,3004.15,3,1,0.7197374286876626,1
5453-YBTWV,Two year,Fiber optic,Credit card (automatic),70,48-72m,101.1,6994.8,5,0,0.0196209287025407,9
5039-LZRQT,One year,No,Mailed check,13,12-24m,20.2,273.25,0,0,0.06145284155599458,8
2931-VUVJN,One year,Fiber optic,Electronic check,59,48-72m,94.05,5483.9,4,0,0.10435910922804027,7
9061-TIHDA,Month-to-month,Fiber optic,Electronic check,13,12-24m,95.25,1233.65,2,1,0.8118781251372797,1
8699-ASUFO,Month-to-month,Fiber optic,Mailed check,7,6-12m,74.4,527.9,0,1,0.6659307344530907,2
6418-PIQSP,Two year,DSL,Mailed check,62,48-72m,81.0,4985.9,5,0,0.012004013462296593,10
8220-OCUFY,One year,DSL,Electronic check,21,12-24m,60.25,1258.35,3,0,0.10757421804962453,7
3995-WFCSM,Month-to-month,DSL,Electronic check,2,0-6m,60.85,111.4,2,0,0.45876336937388007,3
1895-QTKDO,Month-to-month,DSL,Credit card (automatic),1,0-6m,43.95,43.95,0,0,0.3278205527965117,4
2038-OEQZH,Month-to-month,Fiber optic,Electronic check,4,0-6m,86.05,308.1,2,0,0.6535451911246568,2
1178-PZGAB,One year,No,Credit card (automatic),19,12-24m,20.25,383.65,0,0,0.05204399340204034,8
7927-AUXBZ,Month-to-month,Fiber optic,Electronic check,30,24-48m,85.15,2555.9,2,1,0.38190798283440985,4
2626-VEEWG,Two year,No,Credit card (automatic),67,48-72m,19.4,1284.2,0,0,0.006950193427058816,10
2878-RMWXY,Two year,Fiber optic,Credit card (automatic),72,72m+,102.65,7550.3,4,0,0.04398648739812885,8
1657-DYMBM,Two year,No,Credit card (automatic),53,48-72m,19.9,1110.05,0,0,0.008990532952502055,10
7311-MQJCH,One year,No,Electronic check,5,0-6m,19.55,99.6,0,0,0.11913821180763018,6
7375-WMVMT,Two year,Fiber optic,Credit card (automatic),71,48-72m,95.5,6707.15,4,0,0.03648331306571173,8
1136-XGEQU,One year,DSL,Credit card (automatic),50,48-72m,84.15,4164.4,5,0,0.07051801612430739,7
2530-FMFXO,Two year,Fiber optic,Electronic check,56,48-72m,103.2,5873.75,4,0,0.12178433783376587,6
6844-DZKRF,Month-to-month,DSL,Credit card (automatic),2,0-6m,50.2,109.25,1,0,0.31155849434068034,4
4695-WJZUE,Month-to-month,Fiber optic,Electronic check,2,0-6m,88.55,179.25,2,1,0.8338237488652364,1
7619-ODSGN,Month-to-month,DSL,Electronic check,24,24-48m,54.75,1338.15,1,1,0.19852235072171773,5
5970-GHJAW,Two year,No,Credit card (automatic),46,24-48m,19.95,862.4,0,0,0.009807920378864028,10
8879-XUAHX,Two year,Fiber optic,Electronic check,71,48-72m,116.25,8564.75,6,0,0.05424986022949452,8
3689-MOZGR,Month-to-month,DSL,Electronic check,29,24-48m,31.2,926.2,1,0,0.30405241391068205,4
4195-PNGZS,Two year,No,Bank transfer (automatic),69,48-72m,24.45,1718.2,0,0,0.005996549192455157,10
5003-XZWWO,Two year,DSL,Credit card (automatic),71,48-72m,84.2,5956.85,5,0,0.016695354835725724,9
3988-RQIXO,Month-to-month,Fiber optic,Electronic check,1,0-6m,91.3,91.3,2,1,0.8358068104777556,1
7622-FWGEW,Two year,DSL,Bank transfer (automatic),56,48-72m,85.65,4824.45,6,0,0.023674376685874063,9
6922-NCEDI,One year,No,Mailed check,56,48-72m,21.2,1238.65,0,0,0.018029648320713135,9
2514-GINMM,Month-to-month,Fiber optic,Electronic check,1,0-6m,79.5,79.5,1,1,0.7707991466661487,1
9891-NQDBD,One year,No,Mailed check,28,24-48m,25.55,672.2,0,0,0.04626679104104864,8
6131-IUNXN,Month-to-month,No,Mailed check,19,12-24m,20.2,382.2,0,0,0.08008316569145661,7
8548-AWOFC,Month-to-month,DSL,Electronic check,66,48-72m,63.85,4264.6,2,0,0.08387651046486658,7
9798-DRYDS,One year,DSL,Mailed check,17,12-24m,61.95,1070.7,2,0,0.1159491809077446,6
8532-UEFWH,Two year,No,Mailed check,52,48-72m,25.75,1345.85,0,0,0.010205871794626089,10
6296-DDOOR,One year,DSL,Electronic check,19,12-24m,58.2,1045.25,2,0,0.2020174061482155,5
7951-VRDVK,One year,DSL,Bank transfer (automatic),36,24-48m,85.85,3003.55,6,0,0.049797859321943756,8
5931-FLJJF,Month-to-month,Fiber optic,Mailed check,7,6-12m,70.1,467.55,0,1,0.5949752457086743,2
